year,month,day,hour,u_wind,v_wind,wind_speed
2023,1,17,1,-1.4239798,0.6924219,1.5834034421030698
2023,1,17,2,-1.5074463,0.71286774,1.6675055396016072
2023,1,17,3,-1.465725,0.70357513,1.6258436530518632
2023,1,17,4,-1.3828926,0.7295332,1.5635250718707085
2023,1,17,5,-1.1854582,0.6503887,1.3521525758486121
2023,1,17,6,-1.2503738,0.66065794,1.4141794996761317
2023,1,17,7,0.13640594,0.08465874,0.16054184617137027
2023,1,17,8,0.82392406,-0.35304928,0.8963786349339681
2023,1,17,9,0.54065037,-0.71319586,0.8949587450857897
2023,1,17,10,-0.0984478,-0.75423795,0.7606358223575372
2023,1,17,11,0.068445206,-1.286933,1.2887517805052096
2023,1,17,12,-0.67056465,-1.307478,1.4694065279248985
2023,1,17,13,-1.97087,-0.32533455,1.9975412878369045
2023,1,17,14,-1.9745817,0.23724747,1.9887833777045434
2023,1,17,15,-1.6396017,0.5016308,1.714621591382579
2023,1,17,16,-1.683732,0.6455021,1.8032266931742689
2023,1,17,17,-1.775301,0.7106056,1.9122379342791924
2023,1,17,18,-1.7034979,0.74322605,1.8585720360598688
2023,1,17,19,-1.7088356,0.7215557,1.8549290434954473
2023,1,17,20,-1.6735334,0.7166252,1.8205125295863662
2023,1,17,21,-1.6342497,0.7238903,1.78739732939831
2023,1,17,22,-1.8887501,0.8507366,2.071504198397365
2023,1,17,23,-1.4833679,0.69074535,1.6363097290885165
2023,1,18,0,-1.3332405,0.63268375,1.4757435371572023
2023,1,18,1,-1.4589329,0.6528969,1.5983614972029532
2023,1,18,2,-1.5247517,0.64356804,1.6550067840348017
2023,1,18,3,-1.4391785,0.6188965,1.5666101996551467
2023,1,18,4,-1.2964325,0.58344364,1.4216693347583642
2023,1,18,5,-1.0898495,0.55158997,1.2214840818088368
2023,1,18,6,-0.7575455,0.7613147,1.0739996267711482
2023,1,18,7,0.67716575,0.1978668,0.7054819048144829
2023,1,18,8,0.71962076,-0.42209923,0.8342792137955877
2023,1,18,9,0.7176875,-0.83617204,1.1019342164991082
2023,1,18,10,0.6313563,-0.84126973,1.051829614226946
2023,1,18,11,0.81062573,-1.3559046,1.5797440631588173
2023,1,18,12,0.116139054,-1.62008,1.624237503429156
2023,1,18,13,-1.0002632,-0.7633907,1.2582892706843705
2023,1,18,14,-1.2131367,-0.103559494,1.2175488311007958
2023,1,18,15,-1.2484055,0.20987988,1.265924857933177
2023,1,18,16,-1.3303986,0.35215592,1.3762173236828366
2023,1,18,17,-1.1623192,0.39583033,1.2278711400997075
2023,1,18,18,-0.9549093,0.39611435,1.0338077171645197
2023,1,18,19,-0.8766918,0.40765285,0.9668347295625018
2023,1,18,20,-0.8605633,0.46913552,0.9801312639518872
2023,1,18,21,-0.87331486,0.46631944,0.9900164958710141
2023,1,18,22,-1.0156193,0.3639254,1.078853193266772
2023,1,18,23,-1.0253239,0.44866407,1.1191909939082165
2023,1,19,0,-0.97395515,0.6202293,1.1546744269087894
2023,1,19,1,-0.99491024,0.7679419,1.2568138826875623
2023,1,19,2,-1.0263958,0.8468939,1.3306831413306701
2023,1,19,3,-1.0227423,0.8705267,1.3430630809428359
2023,1,19,4,-0.9152298,0.86487275,1.259226136139228
2023,1,19,5,-0.54903316,0.97713816,1.1208195230350826
2023,1,19,6,0.75122416,0.57961917,0.9488393542664189
2023,1,19,7,1.1270565,0.20677443,1.1458673449206016
2023,1,19,8,1.1985216,-0.13913178,1.2065702270673868
2023,1,19,9,1.0078764,-0.39664465,1.0831167110925541
2023,1,19,10,0.16169554,0.038516343,0.16621960260602936
2023,1,19,11,0.28771138,-0.4253373,0.5135072253414211
2023,1,19,12,0.47261196,-0.79685026,0.9264623098814675
2023,1,19,13,-0.5405305,-0.55240506,0.7728677597331116
2023,1,19,14,-0.89375305,0.05278486,0.8953104260455041
2023,1,19,15,-0.75235844,0.23251617,0.7874687207763381
2023,1,19,16,-0.7004843,0.28106362,0.7547681611343382
2023,1,19,17,-0.71252346,0.3625183,0.7994430605648609
2023,1,19,18,-0.7798929,0.3666649,0.861786579088901
2023,1,19,19,-0.961009,0.40491772,1.0428311007821212
2023,1,19,20,-1.0935097,0.4560175,1.1847849434845101
2023,1,19,21,-1.2838144,0.5239458,1.3866141141050619
